# Phase 4 シンボル抽出・照合報告

作成日: 2026/02/17
担当: Symbol_Agent

## 凡例
- **資料準拠**: スナップショットの Symbol Definitions に明記されているもの
- **提案/ドラフト**: スナップショット内で「提案/ドラフト」と注記されているもの（※印で表示）
- 演算子（≫, ⫸, ⟼, ∴, ⊳, ?=, ?!=, ∧）は「記法」として扱い、動詞リストには含めない

---

## 1. 名詞（データ実体）の抽出結果

### 1.1 既定義（constants.txt / variables.txt に登録済み）

#### 1.1.1 定数（constants.txt）— スナップショットで使用された 29 件

| シンボル | 名称 | 出現箇所 | スナップショットでの用途 |
|---|---|---|
| ⇍ | register_deferred_task | Sn05 |
| ↳ | update_cleaning_skill_level | Sn08 |

#### 2.1.13 Phase3 追加（例外処理系）（4 件）

| シンボル | 名称 | 出現箇所 |
|---|---|---|
| ꄜ | judge_exception_escalation | P3-01 |
| ꄝ | select_fallback_recovery_task | P3-02 |
| ꄞ | switch_to_subjective_mode | P3-03, P3-05 |
| ꄟ | judge_measurement_restart_ready | P3-06 |

---

### 2.2 未定義（スナップショット内で使用、辞書に登録なし）

スナップショットの Expression 内で明示的に呼び出される関数・変換で、transforms.txt に未登録のものは **0 件** である。
全ての明示的な処理記号は Phase1〜Phase3 のシンボル定義作業で transforms.txt に登録済み。

※ ただし、以下の暗黙的な操作がインライン記述で存在する（名前付き関数ではない）:

| スナップショット内記述 | 推定処理 | 出現箇所 | 備考 |
|---|---|---|---|
| `ꄘ ⟼ ꄘ+1` | critical_recurrence_count のインクリメント | P3-01 | 代入演算子で記述。専用変換は未定義 |
| `ꄉ ⟼ ꄉ↑` | recovery_task_priority の昇格 | P3-01 | 記法上の「↑」で表現。専用変換は未定義 |
| `ꄌ ⟼ low` | measurement_session_quality の低設定 | P3-06 | リテラル代入。専用変換は未定義 |
| `ꄇ ⟼ false` | work_ready_boolean のリセット | P3-06 | リテラル代入。専用変換は未定義 |
| `ꁹ ⟼ Critical` | intervention_priority の Critical 設定 | P3-04 | リテラル代入。専用変換は未定義 |
| `ꀤ ↑` | probability_of_recovery の上昇 | P2-02 | 記法上の「↑」。変化量の算出処理は未定義 |
| `ꄌ ↓` | measurement_session_quality の低下 | P2-02 | 記法上の「↓」。低下量の算出処理は未定義 |
| `ꀢ ↑` | organization_entropy_s の上昇 | P2-03 | 記法上の「↑」。変化量の算出処理は未定義 |
| `ꀳ ↓` | user_measurement_capability の低下 | P2-04 | 記法上の「↓」。低下量の算出処理は未定義 |

---

### 2.3 新規候補（Meaningから推測される暗黙の処理）

| 推定名称 | 根拠 |
|---|---|
| increment_recurrence_count（再発カウントインクリメント） | P3-01: `ꄘ ⟼ ꄘ+1` がインライン記述。カウンタ更新の専用関数があると再利用性が向上 |
| escalate_recovery_priority（優先度昇格処理） | P3-01: `ꄉ ⟼ ꄉ↑` がインライン。昇格ロジック（段数制限含む）を関数化すべき |
| suppress_ventilation_task（換気タスク抑止処理） | P3-04 Meaning: 換気不能時に「通常換気タスクを抑止」とあるが、抑止する専用変換がない |
| reset_work_ready_flag（作業可能フラグリセット） | P3-06: `ꄇ ⟼ false` のインライン代入。環境悪化時のフラグ制御を関数化 |
| set_session_quality_level（セッション品質設定） | P3-06: `ꄌ ⟼ low` のインライン代入。品質レベルの明示的設定処理 |
| evaluate_simultaneous_threshold_breach（同時閾値超過判定） | P3-06: `(ꀘ > ሓ) ∧ (ꀀ > ሂ)` を単一関数化。複合条件の再利用に有用 |
| validate_recovery_completion（回復完了検証） | Sn01/P3-01 Meaning: 介入後に再度 ↞ を実行して正常確認する複合チェックが暗黙的に行われている |
| calc_recovery_probability_change（復旧確率変化量算出） | P2-02: `ꀤ ↑` の変化量が未定義。復旧確率の算出ロジックが必要 |
| calc_measurement_capability_degradation（測定能力低下量算出） | P2-04: `ꀳ ↓` の低下量が未定義。疲労→能力低下の数理モデルが必要 |

---

## 3. 照合サマリー

| カテゴリ | 名詞数 | 動詞数 |
|---|---|---|
| 既定義 | 185 | 97 |
| 未定義 | 21 | 9（インライン操作） |
| 新規候補 | 10 | 9 |

### 内訳

**名詞 既定義 185件の内訳:**
- constants.txt 登録済み: 29 件
- variables.txt 登録済み（コア）: 103 件
- variables.txt 登録済み（phase1_ プレフィックス）: 53 件

**名詞 未定義 21件の内訳:**
- サフィックス付きインスタンス（型未定義）: 9 件
- フィールドアクセス（プロパティ未定義）: 9 件
- インライン/提案状態/シンボル不一致: 3 件

**動詞 既定義 97件の内訳:**
- 状態更新系: 8, 算出/計算系: 12, 判定/評価系: 18
- 生成/作成系: 10, 保存/記録系: 10, 抽出/変換系: 5
- 通知/表示系: 7, 測定管理系: 12, デバイス/接続系: 3
- 組織/社会系: 2, リスク/優先度系: 4, 延期/登録系: 2
- Phase3 例外処理系: 4

---

## 4. 特記事項

### 4.1 シンボル不一致の疑い
- P3-06 の Expression で `ꀀ` が `room_clutter` として使用されているが、variables.txt では `ꀀ = accumulated_thermal_entropy_production` であり、`room_clutter` は `ꁀ` として登録されている。P3-06 の記述は `ꁀ` の誤記の可能性が高い。要確認。

### 4.2 提案/ドラフト要素一覧
以下はスナップショット内で「提案/ドラフト」と明記されている要素:
1. **P3-01**: `↬` の第3引数に `recovery_task_priority` を渡す拡張（select_recovery_task の仕様変更）
2. **P3-02**: `↰` の出力と閾値比較の整合性（eval_response_latency の出力形式）
3. **P3-03**: `user_measurement_capability_recovery_pending`（user_measurement_capability の特殊値）
4. **P3-04**: 換気不能判定の閾値定義（external_air_quality_index と noise_limit_concentration_db の組合せ）
5. **P3-04**: `ሸ_air_purifier`（micro_intervention_templates の空気清浄用要素）
6. **P3-05**: 品質スコア `ꀉ` と閾値 `ሤ` の同一使用（測定品質と測定能力の閾値差異）
7. **P3-06**: `ꄖ`, `ꄗ` の実値定義

### 4.3 未整備事項（スナップショットで明記された未定義項目）
1. 再発回数に応じた介入強度テーブル（P3-01）
2. `ꄘ+1` の更新タイミング定義（P3-01）
3. `critical_recurrence_window_hours` の実値（P3-01）
4. 無反応時のエスカレーション境界条件（P3-02）
5. `response_timeout_threshold_seconds` の実値（P3-02）
6. 回復専用ループの終了条件（P3-03）
7. 測定疲労と睡眠不足の重複判定閾値（P3-03）
8. 換気不能の具体的判定条件（P3-04）
9. 代替介入選択の優先順位モデル（P3-04）
10. 主観入力中心モードの終了条件（P3-05）
11. センサー再接続時の自動復帰フロー（P3-05）
12. 再開判定の最低回復条件の実値（P3-06）
13. `environment_recovery_min_threshold`, `measurement_restart_min_stability` の実値（P3-06）
14. 環境→測定能力変換の実係数値（P2 未整備）
15. 測定品質と環境変動の定量式（P2 未整備）
16. エッジ解除/再接続の実閾値（P2 未整備）
17. 回復遅延の数理モデル（P2 未整備）

---

## 5. 構造抽出への推奨

Data_Model_Agent が次の Step 12〜16（候補リスト構造化）を行う際の推奨事項:

1. **型定義の優先**: 未定義 1.2.1 のサフィックス付きインスタンス（┃_rec, ─_exec, ─_user_state_log, ─_evaluation_result）は、クラス候補として型定義を優先すべき。これらはスナップショット横断で頻出し、フィールドアクセス（1.2.2）の受け手となっている。

2. **フィールド定義の統合**: 1.2.2 のフィールドアクセスは、対応する型定義に統合する。特に `execution_record` は state_before/state_after/result/delta_result/user_rating の 5 フィールドを持つ最も複雑な型。

3. **インライン操作の関数化検討**: 2.2 のインライン操作のうち、P3-01 のカウントインクリメントと優先度昇格は、複合フローで頻出するため関数化を推奨。

4. **シンボル不一致の解消**: 4.1 の `ꀀ` / `ꁀ` 不一致は、Data_Model_Agent の構造化前に解消すべき。

5. **提案/ドラフトの分離**: 4.2 の提案要素は、確定分と明確に分離して管理すべき。

---

以上
